Person,Payment Card Number,Bank_Account_Number,IFSC,UPI_ID
Prisha Sharma,2228-1171-3036-1391,975525708399918,APBL0013001,voraurvi@upi
Mamooty Srivastava,2712-9078-9111-7757,74254547058514,APBL0013002,tellataran@upi
Nehmat Toor,2225-5598-2127-7738,94153441355945,APBL0013003,pihuwarrior@upi
Lavanya Bajwa,2384-6696-4008-3782,12882198901829,APBL0013004,dhawankiaan@upi
Darshit Dara,2715-7776-9569-7784,1381980737227080,APBL0013005,gsangha@upi
Mehul Arora,2221-4181-4839-9507,1842375616903260,APBL0013006,basakojas@upi
Krish Bahl,2294-8443-2791-7615,43189429211041,APBL0013007,saanvi03@upi
Inaaya  Ranganathan,2228-4953-0635-8213,45275329951876,APBL0013008,bhamini83@upi
Romil Dixit,2242-1182-7926-2780,7352446686798580,APBL0013009,ndevan@upi
Lakshit Srinivasan,2339-9133-3817-5807,1823565031799190,APBL0013010,zbandi@upi
Amani Kara,2229-2775-4303-2846,55193124848680,APBL0013011,jayantjain@upi
Tejas Ramesh,5368-9278-6203-0326,98719427873490,APBL0013012,krishnamurthytejas@upi
Samar Varughese,2258-6087-3684-1011,7756406561054570,APBL0013013,deycharvi@upi
Romil Bhardwaj,2341-7287-0186-5206,764329759256206,APBL0013014,zsangha@upi
Advika Toor,2252-3089-5005-1910,55324031606173,APBL0013015,yashvi78@upi
Ela Jaggi,2224-6003-3350-9266,8678779931204250,APBL0013016,jsehgal@upi
Tara Batta,2221-0684-1435-5400,616196396813978,APBL0013017,chandergatik@upi
Onkar Bose,5149-0271-0809-8827,29275150210642,APBL0013018,miraan77@upi
Nayantara Bandi,2227-0490-3258-0524,737816331355435,APBL0013019,paribala@upi
Yuvaan Edwin,2229-0666-0701-6823,22797419257479,APBL0013020,sastrydhanuk@upi
Raunak Kale,2229-7619-4806-5345,7923473145133630,APBL0013021,nirvi32@upi
Tara Sen,2229-1110-6213-6375,8255682713958690,APBL0013022,romil81@upi
Jayesh Bahri,2720-6290-1307-7822,317486843350100,APBL0013023,grovervardaniya@upi
Divij Keer,2223-6072-5231-6723,48965450237212,APBL0013024,tarini77@upi
Trisha Loke,2285-8988-2998-9127,286831493521632,APBL0013025,jayansundaram@upi
Kartik Sachdev,2521-3071-7610-4466,467286438858789,APGB0000001,bhaminidua@upi
Bhavin Wali,2235-2669-5854-2672,269263140941389,APGB00000SC,vivaan54@upi
Dishani Trivedi,2703-6712-9025-4063,719494960587208,APGB0001000,tarankashyap@upi
Armaan Gandhi,2228-4094-6614-5104,142383212785781,APGB0001001,misha05@upi
Neysa Sodhi,2275-3109-5679-8455,362731687276761,APGB0001002,anvimanda@upi
Kanav Krish,2701-6122-2743-0782,1156688222955570,APGB0001003,heersahni@upi
Siya Mani,5325314231053580,6922464274032520,APGB0001004,kartikkulkarni@upi
Jivin Choudhary,2296853067053470,3938860241558350,APGB0001005,pvarty@upi
Zoya Shenoy,2234415998293530,58697626678715,HDFC0000407,mghose@upi
Saira Kanda,2241096381118410,81559129560276,HDFC0000408,birehsaan@upi
Neelofar Sharma,2223514293838740,6456412708558970,HDFC0000409,vasazoya@upi
Dhanush Tara,2226745789606920,165725249593777,HDFC0000410,arhaansabharwal@upi
Oorja Hari,2222745775357120,88587227762665,HDFC0000411,tara06@upi
Dhruv Ravi,2221865362912240,666283446823613,HDFC0000412,sakshamrajan@upi
Mehul Shroff,2332003212318350,26839561770410,HDFC0000413,umang24@upi
Ehsaan Singhal,2246051249309650,7191681939995180,HDFC0000414,bhavin62@upi
Manjari Bobal,5303067589947070,46453385133261,HDFC0000415,sumerborde@upi
Jivin Goswami,2225776131026490,3838520131253150,HDFC0000416,osetty@upi
Madhup Lad,5134504002848900,379468152339266,HDFC0000417,umanglalla@upi
Pihu Sanghvi,2705015080567150,67997551696368,HDFC0000418,khannavritika@upi
Hiran Solanki,2221340818103330,48591736407342,HDFC0000419,vivaanbala@upi
Lakshit Krish,2228352970391980,4195718333788070,HDFC0000420,eva74@upi
Damini Borde,2591232078295350,413716913056217,HDFC0000421,neelofar18@upi
Ryan Yohannan,2604081215406470,8314384906336780,HDFC0000422,qdugar@upi
Darshit Buch,2228924427632320,74347007621178,HDFC0000423,yuvraj-raval@upi
Navya Ghosh,5469626549430320,57628611320383,HDFC0000424,rattaaarav@upi
Himmat Hora,2225574845391360,38215205112477,HDFC0000425,ravivedika@upi
Renee Das,2227700959804570,8326556770799340,HDFC0000426,romilgoel@upi
Tanya Dua,5304051901569650,1671565764976660,HDFC0000427,lakshitbadami@upi
Rati Raj,2708429333265660,485312290298823,HDFC0000428,shethjiya@upi
Aarav Deshpande,2235478121054790,15349046294866,HDFC0000429,bailkimaya@upi
Zara Grover,2226269818750350,73484587833272,HDFC0000430,fateh57@upi
Indranil Gade,2269391042928360,74795103883094,HDFC0000431,zkale@upi
Nirvi Dash,2226925280921610,619535725595729,HDFC0000432,reyanshanand@upi
Oorja Sathe,2448699853612000,5155250261981580,HDFC0000433,nayantara63@upi
Armaan Sheth,2251535173349650,47618440399289,HDFC0000434,ggarde@upi
Dhruv Sachdev,2717536814661420,577972563086271,HDFC0000435,jivika53@upi
Aayush Sood,2609054096278720,5526839273978000,HDFC0000436,khushi39@upi
Akarsh Keer,2720829064736640,621994421774411,HDFC0000437,shankaraaryahi@upi
Saira Dugal,2281387538608210,53956472027679,HDFC0000438,nsha@upi
Purab Kurian,5132336706400880,266668390932832,HDFC0000439,arhaan07@upi
Pihu Kadakia,2222840504342380,683674769916124,HDFC0000440,bbala@upi
Mehul Khare,2420797415407280,27717025165887,HDFC0000441,jayesh84@upi
Kimaya Mangal,5442937906627860,3259367664665850,HDFC0000442,dhanushbalasubramanian@upi
Damini Comar,2435529941457730,96265894451240,HDFC0000443,kurianjayant@upi
Aarna Bajaj,5306484334310640,6191829727635480,HDFC0000444,bediryan@upi
Sahil Lad,2224607840863350,48155512972171,HDFC0000445,sawhneylakshit@upi
Dhanush Rau,5276230297734800,65254888534837,HDFC0000446,vivaanlad@upi
Rhea Ramachandran,2705637900335970,35133363951417,HDFC0000447,mallraunak@upi
Baiju Chaudhuri,2705957992147220,583113336864568,HDFC0000448,krishnamurthyraghav@upi
Bhamini Khare,5576754279238820,1761957219217210,HDFC0000449,udivan@upi
Vedika Tella,2299672011768700,36451912740658,HDFC0000450,mannatde@upi
Hazel Dutt,2360637537364570,4288111068958630,HDFC0000451,bhardwajdiya@upi
Rasha Atwal,5142200572457420,1592285315152800,HDFC0000452,priyansh15@upi
Baiju Gade,2702 7653 1962 9783,66897870953408,HDFC0000453,odalal@upi
Indrajit Dhar,2241 1288 6350 8952,891420582038572,HDFC0000454,udoctor@upi
Azad Chatterjee,2317 9122 3025 9251,36821777183373,HDFC0000455,varughesedivyansh@upi
Biju Sethi,5376 4765 6672 7076,5488208685373560,HDFC0000456,hanshkala@upi
Tarini Bora,2276 6285 3864 4510,457310549391465,HDFC0000457,routeshani@upi
Chirag Tailor,2236 6259 7505 2669,932768412997884,HDFC0000458,samrafateh@upi
Badal Dhaliwal,2224 4759 1296 9227,519669165175883,HDFC0000459,dhanushroy@upi
Madhav Maharaj,2263 1141 3750 0341,6469870107916900,HDFC0000460,sachdevlagan@upi
Hiran Sethi,2667 3339 2416 7484,2153535072302160,HDFC0000461,rchandran@upi
Darshit Rajagopal,2720 6739 6311 7691,4837823501917700,HDFC0000462,igole@upi
Indranil Gaba,2278 1916 6304 1489,361349523440583,HDFC0000463,ivanadua@upi
Miraya Karan,2225 0994 3573 5912,1886924208372240,HDFC0000464,talwaralia@upi
Riya Loke,2701 6834 1846 9632,7491590977535460,HDFC0000465,rhea42@upi
Kashvi Chacko,5411 2517 1714 9778,59425227110732,HDFC0000466,bhasinhiran@upi
Veer Mahajan,2276 2575 6376 1401,653168392069031,HDFC0000467,joshinavya@upi
Bhamini Sane,2287 6030 3216 8883,15965127307395,HDFC0000468,bhamini45@upi
Sumer Yohannan,2316 5373 9588 9591,83832086028267,HDFC0000469,wdas@upi
Neelofar Sami,2255 8257 4369 5312,19867762414179,HDFC0000470,oaurora@upi
Anahi Khare,2221 7554 9218 2801,937718406957345,HDFC0000472,alishalala@upi
Jayant Rattan,2718 6998 1116 2880,25513406085637,HDFC0000473,bhavsarbadal@upi
Jiya Kant,2704 0252 4958 5011,8246368135707140,HDFC0000474,tusharsandal@upi
Zeeshan Cheema,2234 3667 7095 3486,612237903849913,HDFC0000475,kurianazad@upi
Biju Rama,2720 7144 4885 0140,8793684490011460,HDFC0000476,wviswanathan@upi
Ryan Kapadia,2221 6677 1120 1728,875970944398444,HDFC0000477,sahil49@upi
Tanya Sharma,2263 1365 3705 4983,4935682814846490,HDFC0000478,rohankale@upi
Zain Batra,3723-312159-92115,1496626656826470,ICIC0000302,ssani@upi
Nirvaan Mann,3474-485857-23839,77819466762916,ICIC0000303,fsrivastava@upi
Manikya Iyengar,3767-605160-34704,43748888071774,ICIC0000304,manikya76@upi
Vardaniya Arora,3425-462758-24067,3818898602793180,ICIC0000305,ojas35@upi
Kiaan Majumdar,3729-975923-91996,22855912174908,ICIC0000306,suhanajha@upi
Mohanlal Rao,3775-171543-00394,947629779146500,ICIC0000307,dhanushvarkey@upi
Shamik Dewan,3713-262789-68185,4167891687837020,ICIC0000308,indrajit97@upi
Saira Magar,3729-523921-15103,959284948117421,ICIC0000309,basakhunar@upi
Kartik Chad,3712-525910-44845,47926186847800,ICIC0000310,keyadhar@upi
Rania Tailor,3492-057509-91411,4158738535367880,ICIC0000311,fuppal@upi
Dhanush Lanka,3455-600056-08861,8228734390171280,ICIC0000312,balaraghav@upi
Nitya Saha,3712-819078-18345,51438857347819,ICIC0000313,khoslaaarav@upi
Biju Ramachandran,3713-220079-51006,6675467362993540,ICIC0000314,bawarania@upi
Elakshi Bali,3794-872223-87765,494244933905323,ICIC0000315,isankaran@upi
Bhavin Ramaswamy,3718-340002-01809,5372452225572030,ICIC0000316,jivikadatta@upi
Samar Mane,3469-886000-70980,21144652694586,ICIC0000317,ladsaanvi@upi
Kimaya Keer,3769-610432-77176,789511764162862,ICIC0000318,nitara10@upi
Aaryahi Konda,3797-667048-48356,1471930106194310,ICIC0000319,mallickmohanlal@upi
Eva Baria,3441-280884-22245,7945365680592370,ICIC0000320,goswamisahil@upi
Biju Deshpande,3717-005437-14733,2169331606849400,ICIC0000321,adate@upi
Anika Jani,3489-535652-03784,33475869953680,ICIC0000322,fsen@upi
Farhan Devan,3465-073505-83081,35598340624805,ICIC0000323,vardaniyagrewal@upi
Ivana Sengupta,3749-103812-84080,477972345776356,ICIC0000324,ishita71@upi
Anya Basu,3776-118489-52825,962220837404715,ICIC0000325,zacharianishith@upi
Hunar Gaba,3496-506341-48573,23996202129942,ICIC0000326,aarnashere@upi
Diya Dugal,371292623856600,9741922618970340,ICIC0000327,bhavin00@upi
Shray Sane,372145036989864,864563961897951,ICIC0000328,bsaran@upi
Romil Bedi,344391278792708,5558105857489860,ICIC0000329,vanyadar@upi
Anvi Rajagopalan,342572205595106,97994122443988,ICIC0000330,jdyal@upi
Ranbir Koshy,344548533568799,9465198855115240,ICIC0000331,vartyranbir@upi
Jayan Samra,342674765276224,548919560997753,ICIC0000332,mannanritvik@upi
Madhav Srinivasan,347494389504520,6942867102898480,ICIC0000333,samraryan@upi
Dhanuk Baral,347865728020130,954575365312861,ICIC0000334,bhargavakaira@upi
Priyansh Dhawan,341844595394098,3279556709235700,ICIC0000335,rattataimur@upi
Baiju Trivedi,371863043800277,12912738002639,ICIC0000336,sahiljani@upi
Yakshit Kakar,347203220376588,8675570285830270,ICIC0000337,jayeshdara@upi
Aayush Shere,345151953163388,2686370440688460,ICIC0000338,vermasana@upi
Pari Basak,347325561437065,64728573817125,ICIC0000339,kamdaremir@upi
Aarna Walla,349640831418887,2754214133296560,ICIC0000340,badalmajumdar@upi
Sumer Sengupta,379962833551355,256121189184279,ICIC0000341,dewantarini@upi
Lakshay Deshmukh,374602755489664,7517355632270650,ICIC0000342,sibalemir@upi
Lakshit Tella,371421491140165,71666128247950,ICIC0000343,jsengupta@upi
Farhan Kala,348082608779624,838357822534435,ICIC0000344,raghav72@upi
Shlok Bumb,346045850818848,4348971006534860,ICIC0000345,nirvaanmalhotra@upi
Stuvan Gour,378091769980221,824681782209261,ICIC0000346,vritikatalwar@upi
Jivin Wali,345799747016898,112929046117999,ICIC0000347,bhaminimangat@upi
Arnav Kale,347020282441005,99723394989947,ICIC0000348,dugalpiya@upi
Bhamini Gade,342201347069198,648939420012421,ICIC0000349,rsachar@upi
Armaan Lata,373508492199972,79356933846548,ICIC0000350,gandhikashvi@upi
Yuvaan Edwin,342091617210048,12533307647928,ICIC0000351,vaibhav25@upi
Renee Bhasin,3457 225696 72093,34485034288377,ICIC0000352,ishaanbhagat@upi
Divit Ramaswamy,3712 891618 14744,2289545754329630,ICIC0000353,onkarlala@upi
Bhavin Raja,3462 914079 59343,284293455730077,ICIC0000354,shanmishti@upi
Baiju Lata,3794 554208 80311,6717614136073670,ICIC0000355,akarsh90@upi
Hridaan Saraf,3432 513092 23084,32118543795094,ICIC0000356,ivan73@upi
Badal Dar,3440 446515 53714,9573393515316030,ICIC0000357,sairadivan@upi
Aarna Master,3432 433115 79603,6628256933031830,ICIC0000358,yagrawal@upi
Amira Bumb,3437 230251 77745,211711051936517,ICIC0000359,csawhney@upi
Advika Manda,3445 852051 58574,6849601542338670,ICIC0000360,bhatnagarromil@upi
Siya Date,3722 408688 30425,3749271647437450,ICIC0000361,adahbali@upi
Saksham Ghosh,3415 872305 30341,195238957722603,ICIC0000362,fateh25@upi
Parinaaz Bir,3799 812803 57850,499685910654528,ICIC0000363,mohanlalsaha@upi
Suhana Bal,3744 093646 73500,21538194673885,ICIC0000364,uthkarshben@upi
Emir Banerjee,3456 477414 58774,987769067869694,ICIC0000365,dagrawal@upi
Seher Johal,3434 624125 15759,942951997014247,ICIC0000366,samairachada@upi
Kaira Handa,3455 433305 46428,5799648518496050,ICIC0000367,gardenakul@upi
Drishya Batra,3449 727682 99518,11652084563424,ICIC0000368,karirania@upi
Suhana Rana,3460 296903 26329,27216545690442,ICIC0000369,ibera@upi
Kiara Khosla,3487 919700 45246,9863582733708750,ICIC0000370,comarvidur@upi
Abram Viswanathan,3791 699006 97612,243995991982861,ICIC0000371,umangsastry@upi
Zeeshan Sharma,3738 749126 69865,83291133595213,ICIC0000372,anahidalal@upi
Hazel Yogi,3498 926657 57027,696871206337187,ICIC0000375,htrivedi@upi
Vedika Din,3718 324346 27011,32664941939624,ICIC0000376,kbhargava@upi
Akarsh Gandhi,3422 779068 15189,451551661421296,ICIC0000377,akarshbhat@upi
Jivin Hayre,3424 664638 26099,894538807507611,ICIC0000378,settymadhav@upi
Ivana Rege,3757 544854 24799,5373360732613990,ICIC0000379,raosamarth@upi
Yuvraj  Setty,3437 665029 37404,463339842997918,ICIC0000380,seher88@upi
Darshit Agrawal,3452 951028 06510,6456369033608030,ICIC0000381,ganesanveer@upi
Jivika Ramanathan,3732 870878 24308,9134955980469710,ICIC0000382,bumbritvik@upi
Mishti Ravi,3744 603842 44624,28925205805038,ICIC0000383,ryandhar@upi
Ishaan Hayer,3772 705724 07371,38546233691376,ICIC0000385,kbalakrishnan@upi
Sumer Kala,3469 252147 87252,99742207650090,ICIC0000386,shloklad@upi
Indrans Singhal,3493 907665 98655,11678140155658,ICIC0000387,nayantarabhargava@upi
Hrishita Raman,3496 455847 46152,5335898781784400,ICIC0000388,kiara89@upi
Divyansh Wali,3712 092499 50203,8574983428166120,ICIC0000389,asuresh@upi
Saksham Arya,3723 913885 92373,71726483834156,ICIC0000390,devanfarhan@upi
Rati Mandal,3747 519683 79855,3619693358246710,ICIC0000391,janidharmajan@upi
Nayantara Sankaran,3758 483124 31165,288892144697161,ICIC0000392,kapadiadishani@upi
Shlok Vyas,3474 245096 65984,236219905551666,ICIC0000393,dtak@upi
Aaina Chahal,3792 029310 52398,5733730565982550,ICIC0000395,rhea96@upi
Samiha Shetty,3765 511921 02778,921472001416069,ICIC0000396,lbhargava@upi
Umang Tara,3761 489375 66480,9418992816399310,ICIC0000398,nbasu@upi
Umang Ravel,3447 394369 97942,375799543025935,ICIC0000399,aggarwalnehmat@upi
Ryan Chowdhury,3481 407650 25460,778261366417051,ICIC0000400,aliagandhi@upi
Indrajit Trivedi,3496 768402 29980,66187992189535,ICIC0000401,vkadakia@upi
Heer Kanda,3430 448163 25892,6283596442042420,ICIC0000402,odhingra@upi
Mannat Kaul,3499 865251 43921,3584367755145740,ICIC0000403,zainakrishnamurthy@upi
Aniruddh Keer,3779 111920 04573,78388967592220,ICIC0000404,divijshan@upi
Divyansh Dugar,3419 722601 82314,3281218024291710,ICIC0000405,ritvik88@upi
Miraya Randhawa,3717 695198 44709,1776602272030190,ICIC0000406,varughesekimaya@upi
Saira Chhabra,3730 023876 50596,9741962578755910,ICIC0000407,egoel@upi
Dharmajan Vaidya,3748 501100 84718,6327705092280560,ICIC0000408,sidhurania@upi
Rati Hayer,3473 702759 10841,8597353460064030,ICIC0000409,mirayabasu@upi
Tanya Virk,3411 368465 61751,6496629190984040,ICIC0000410,ntella@upi
Keya Sawhney,3773 662248 09582,528198872265854,ICIC0000411,baradritvik@upi
Inaaya  Talwar,3448 095677 48230,97734338228045,ICIC0000412,zachariahryan@upi
Umang Sandhu,3499 673403 00268,269713364931178,ICIC0000413,ramakrishnanrasha@upi
Fateh Walia,3770 794062 24559,5985775692097370,ICIC0000414,ganeshivan@upi
Stuvan Loyal,3450 587977 62731,59292203418695,INDB0000298,ramachandranpranay@upi
Prisha Dada,3745 662308 48523,2911247694038570,INDB0000299,anay72@upi
Purab Chada,3778 926183 60460,8446905174372260,INDB0000300,varughesevidur@upi
Pari Ghosh,3711 410477 88776,533359757852105,INDB0000301,kannanmishti@upi
Akarsh Batta,3452 429829 46479,9787908788797380,INDB0000302,ithakkar@upi
Anay Devi,3764 116088 72474,48164861868416,INDB0000303,pkala@upi
Jayesh Sani,3723 142075 47063,2233454235933970,INDB0000304,onkarbabu@upi
Rohan Mallick,3738 324244 30002,62296901610619,INDB0000305,hridaankade@upi
Keya Goel,3759 600788 33292,536763376900842,INDB0000306,esaran@upi
Drishya Suri,3713 493452 78362,82246430128502,INDB0000307,daminigera@upi
Pari Loke,3770 250020 97733,1178202991887870,INDB0000308,lsharma@upi
Khushi Wali,3735 097382 53730,3477150257529500,INDB0000309,echauhan@upi
Vaibhav Baral,3754 292663 54859,23282335636565,INDB0000310,swamycharvi@upi
Nitya Barad,3479 260699 81619,422368155591934,INDB0000312,hunarsachdeva@upi
Fateh Borah,3414 029536 87825,76868950864610,INDB0000313,saanvibali@upi
Oorja Som,3447 669492 62159,588544611006216,INDB0000314,drishyachopra@upi
Uthkarsh Gaba,3447 984706 28623,57495057025798,INDB0000315,sswamy@upi
Yuvaan Gandhi,3445 033585 65800,47854366619204,INDB0000316,zainachaudhuri@upi
Yakshit Bumb,3796 885346 52446,94859554311077,INDB0000317,aarush58@upi
Saanvi Mann,3713 605841 77355,3335674715459810,INDB0000318,devansh38@upi
Shlok Majumdar,3479 172561 49904,8225937907956440,PUNB0220100,karaelakshi@upi
Mishti Din,3481 892041 38814,75357722096061,PUNB0220110,darshit30@upi
Chirag Doshi,3493 311423 19929,2977484724981840,PUNB0220120,madanivana@upi
Arnav Dhawan,3471 790239 85470,735426314838598,PUNB0220200,okant@upi
Anahi Dyal,3423 788151 17947,5594898883824680,PUNB0220210,yuvaanbanik@upi
Eshani Bhasin,3754 243798 34699,838350695617179,PUNB0220220,pranay30@upi
Vaibhav Vala,3771 799084 64990,6659815215392650,PUNB0220300,bobaldevansh@upi
Ritvik Saran,3733 327288 58032,82961663529381,PUNB0220310,ukumar@upi
Alisha Sama,3481 530420 86122,96733955393909,PUNB0220320,anika44@upi
Shlok Dave,3457 983429 59635,21527975290699,PUNB0220400,fbaral@upi
Adira Varty,3723 256701 55564,332630588911509,PUNB0220410,kiaan73@upi
Riaan Lala,3427 322285 19513,49583138818842,PUNB0220420,neelofargaba@upi
Armaan Basak,3427 335484 90872,69223664809644,PUNB0220500,wgrover@upi
Nishith Baral,3493 238739 25248,549578506363383,PUNB0220510,xgrover@upi
Manjari Kohli,3435 519175 88558,96553082871052,PUNB0220520,mandasaksham@upi
Yuvaan Bansal,3420 779321 47353,4229277140119220,PUNB0220600,aainarout@upi
Neelofar Kumar,3734 367529 11292,784614616756170,PUNB0220610,onkarbora@upi
Kavya Choudhury,3442 748327 51693,9317371406592620,PUNB0220620,yashvichopra@upi
Ira Raja,3755 978639 87717,5269721396429810,PUNB0220700,darshitdin@upi
Samiha Chadha,3751 225064 98897,25659421492484,PUNB0220710,pranayjhaveri@upi
Divit Dave,3774 006203 48893,32823003070655,PUNB0220720,mannanpurab@upi
Tiya Arya,3493 818357 34892,33234205296796,PUNB0220800,bobaldhruv@upi
Kimaya Wali,3717 747038 42238,99122027124587,PUNB0220810,kuppal@upi
Jayesh Bhardwaj,3751 916064 70379,65419524597576,PUNB0220820,ychhabra@upi
Ojas Kari,3483 203940 36837,55913869355092,PUNB0220900,ranbir51@upi
Amira Borah,3467 886009 74748,654877691253544,PUNB0220910,sana79@upi
Kabir Banik,3480 307952 63803,615691671352412,PUNB0220920,navyasankaran@upi
Samar Choudhury,3491 957783 41055,538177639614546,PUNB0221000,vaibhavdyal@upi
Mishti Rao,3715 166971 32799,36152375805334,PUNB0221010,skaul@upi
Anahi Chacko,3761 419057 92899,315391531125505,PUNB0221020,gatikkhanna@upi
Anahi Deol,3778 587222 74129,9629856456321150,PUNB0221100,kimaya44@upi
Akarsh Sabharwal,3464 488972 15509,2861242481657850,PUNB0221110,majumdarlakshay@upi
Dhanuk Dar,3791 140493 97344,9255860411287290,PUNB0221200,kbhatti@upi
Ayesha Sarkar,3711 342074 71085,294514552947534,PUNB0221210,akar@upi
Tanya Ramachandran,3764 497075 89359,595583005017544,PUNB0221220,vihaan63@upi
Alisha Shukla,3780 100696 95255,52859505710965,PUNB0221300,sastrykeya@upi
